id,tipo,tema,hanzi,pinyin,espanol,explicacion,ejemplo_hanzi,ejemplo_pinyin,ejemplo_espanol,pagina,etiquetas,ingles,explicacion_ingles,ejemplo_ingles,etiquetas_ingles,nombres_propios
FC087,frase,familia,我爸爸姓刘。,Wǒ bàba xìng Liú.,Mi padre se apellida Liu.,Patrón familiar natural sin 的 + 姓 + apellido.,我爸爸姓刘。,Wǒ bàba xìng Liú.,Mi padre se apellida Liu.,11,familia;apellido,My father’s surname is Liu.,Natural family pattern without 的 + 姓 + surname.,My father’s surname is Liu.,family;surname,刘;Liú;Liu
FC088,palabra,preguntas,什么,shénme,qué,Interrogativo para «qué» o «cuál»; ocupa el lugar de la información desconocida.,你叫什么名字？,Nǐ jiào shénme míngzi?,¿Cómo te llamas?,11-12,interrogativo;pregunta_abierta,what,Interrogative for “what” or “which”; it sits in the place of the unknown information.,What is your name?,interrogative;open_question,
FC089,palabra,preguntas,谁,shuí / shéi,quién,Interrogativo para personas; ambas pronunciaciones son habituales.,谁叫王泽？,Shéi jiào Wáng Zé?,¿Quién se llama Wang Ze?,11-14,interrogativo;pregunta_abierta,who,Interrogative for people; both pronunciations are common.,Who is called Wang Ze?,interrogative;open_question,王泽;Wáng Zé;Wang Ze
FC090,concepto,preguntas,疑问词原位,yíwèncí yuánwèi,¿Dónde se coloca el interrogativo en una pregunta abierta en chino?,"Ocupa la misma posición que tendría la información desconocida, sin cambiar el orden básico de la frase.",我爸爸叫张华。→ 谁叫张华？,Wǒ bàba jiào Zhāng Huá. → Shéi jiào Zhāng Huá?,Mi padre se llama Zhang Hua. → ¿Quién se llama Zhang Hua?,11,gramatica;pregunta_abierta,Where is an interrogative placed in a Chinese open question?,"It occupies the same position the unknown information would have, without changing the basic word order.",My father is called Zhang Hua. → Who is called Zhang Hua?,grammar;open_question,张华;Zhāng Huá;Zhang Hua
FC091,frase,preguntas,我爸爸叫张华。,Wǒ bàba jiào Zhāng Huá.,Mi padre se llama Zhang Hua.,Oración afirmativa que sirve como base para dos preguntas abiertas.,我爸爸叫什么名字？,Wǒ bàba jiào shénme míngzi?,¿Cómo se llama mi padre?,11,familia;nombre,My father is called Zhang Hua.,Affirmative sentence that serves as the base for two open questions.,What is my father’s name?,family;name,张华;Zhāng Huá;Zhang Hua
FC092,frase,preguntas,谁叫张华？,Shéi jiào Zhāng Huá?,¿Quién se llama Zhang Hua?,谁 reemplaza a la persona desconocida que ocupa la posición de sujeto.,我爸爸叫张华。,Wǒ bàba jiào Zhāng Huá.,Mi padre se llama Zhang Hua.,11,interrogativo;quien,Who is called Zhang Hua?,谁 replaces the unknown person who takes the subject position.,My father is called Zhang Hua.,interrogative;who,张华;Zhāng Huá;Zhang Hua
FC093,frase,preguntas,我爸爸叫什么名字？,Wǒ bàba jiào shénme míngzi?,¿Cómo se llama mi padre?,什么名字 sustituye el nombre desconocido después de 叫.,我爸爸叫张华。,Wǒ bàba jiào Zhāng Huá.,Mi padre se llama Zhang Hua.,11,interrogativo;que,What is my father’s name?,什么名字 substitutes the unknown name after 叫.,My father is called Zhang Hua.,interrogative;what,张华;Zhāng Huá;Zhang Hua
FC094,frase,preguntas,这是他的名字。,Zhè shì tā de míngzi.,Este es su nombre.,Oración afirmativa con posesión y 名字.,这是谁的名字？,Zhè shì shéi de míngzi?,¿De quién es este nombre?,11,posesion;nombre,This is his name.,Affirmative sentence with possession and 名字.,Whose name is this?,possession;name,
FC095,frase,preguntas,这是谁的名字？,Zhè shì shéi de míngzi?,¿De quién es este nombre?,谁的 significa «de quién» o «cuyo».,这是他的名字。,Zhè shì tā de míngzi.,Este es su nombre.,11,interrogativo;posesion,Whose name is this?,谁的 means “whose” or “of whom”.,This is his name.,interrogative;possession,
FC096,frase,preguntas,我奶奶姓沈。,Wǒ nǎinai xìng Shěn.,Mi abuela paterna se apellida Shen.,Afirmación usada como base de una pregunta con 什么.,我奶奶姓什么？,Wǒ nǎinai xìng shénme?,¿Cómo se apellida mi abuela paterna?,12,familia;apellido,My paternal grandmother’s surname is Shen.,Affirmative sentence used as the base of a question with 什么.,What is my paternal grandmother’s surname?,family;surname,沈;Shěn;Shen
FC097,frase,preguntas,我奶奶姓什么？,Wǒ nǎinai xìng shénme?,¿Cómo se apellida mi abuela paterna?,什么 sustituye el apellido desconocido.,我奶奶姓沈。,Wǒ nǎinai xìng Shěn.,Mi abuela paterna se apellida Shen.,12,interrogativo;apellido,What is my paternal grandmother’s surname?,什么 replaces the unknown surname.,My paternal grandmother’s surname is Shen.,interrogative;surname,沈;Shěn;Shen
FC098,frase,preguntas,你爷爷叫王泽。,Nǐ yéye jiào Wáng Zé.,Tu abuelo paterno se llama Wang Ze.,Afirmación usada como base de una pregunta con 谁.,谁叫王泽？,Shéi jiào Wáng Zé?,¿Quién se llama Wang Ze?,12,familia;nombre,Your paternal grandfather is called Wang Ze.,Affirmative sentence used as the base of a question with 谁.,Who is called Wang Ze?,family;name,王泽;Wáng Zé;Wang Ze
FC099,frase,preguntas,谁叫王泽？,Shéi jiào Wáng Zé?,¿Quién se llama Wang Ze?,谁 reemplaza al sujeto desconocido.,你爷爷叫王泽。,Nǐ yéye jiào Wáng Zé.,Tu abuelo paterno se llama Wang Ze.,12,interrogativo;quien,Who is called Wang Ze?,谁 replaces the unknown subject.,Your paternal grandfather is called Wang Ze.,interrogative;who,王泽;Wáng Zé;Wang Ze
FC100,frase,preguntas,您叫什么名字？,Nín jiào shénme míngzi?,¿Cómo se llama usted?,Pregunta respetuosa por el nombre mediante el tratamiento 您.,我叫Dani。,Wǒ jiào Dani.,Me llamo Dani.,12,formal;nombre,What is your name? (polite),Polite question about the name using the treatment 您.,My name is Dani.,formal;name,Dani
FC101,frase,preguntas,谁叫王强？,Shéi jiào Wáng Qiáng?,¿Quién se llama Wang Qiang?,Pregunta abierta por la persona que tiene ese nombre.,我叫王强。,Wǒ jiào Wáng Qiáng.,Me llamo Wang Qiang.,12,interrogativo;nombre,Who is called Wang Qiang?,Open question asking about the person with that name.,My name is Wang Qiang.,interrogative;name,王强;Wáng Qiáng;Wang Qiang
FC102,frase,preguntas,我爷爷叫王强。,Wǒ yéye jiào Wáng Qiáng.,Mi abuelo paterno se llama Wang Qiang.,Afirmación sobre el nombre del abuelo paterno.,你爷爷叫什么名字？,Nǐ yéye jiào shénme míngzi?,¿Cómo se llama tu abuelo paterno?,12,familia;nombre,My paternal grandfather is called Wang Qiang.,Affirmative sentence about the paternal grandfather’s name.,What is your paternal grandfather’s name?,family;name,王强;Wáng Qiáng;Wang Qiang
FC103,palabra,tiempo,上,shàng,arriba / encima / anterior,Componente de 上午 y 早上.,上午,shàngwǔ,por la mañana,13,direccion;caracter,above / up / previous,Component of 上午 and 早上.,in the morning,direction;character,
FC104,palabra,tiempo,下,xià,abajo / debajo / siguiente,Componente de 下午.,下午,xiàwǔ,por la tarde,13,direccion;caracter,below / down / next,Component of 下午.,in the afternoon,direction;character,
FC105,palabra,tiempo,午,wǔ,mediodía (carácter usado en compuestos),"No suele usarse solo con el sentido cotidiano de «mediodía»; aparece en palabras como 上午, 中午 y 下午.",中午,zhōngwǔ,al mediodía,13,tiempo;caracter,noon (character used in compounds),"Not usually used alone with the everyday sense of “noon”; it appears in words like 上午, 中午, and 下午.",at noon,time;character,
FC106,palabra,tiempo,早上,zǎoshang,por la mañana (desde temprano),La mañana desde temprano hasta antes del mediodía; no marca horas exactas.,早上好！,Zǎoshang hǎo!,¡Buenos días!,13-14,tiempo;saludo,morning (from early on),The morning from early until before noon; it does not mark exact hours.,Good morning!,time;greeting,
FC107,palabra,tiempo,上午,shàngwǔ,por la mañana (periodo anterior al mediodía),"Periodo anterior al mediodía, útil al situar actividades u horarios.",我上午有课。,Wǒ shàngwǔ yǒu kè.,Tengo clase por la mañana.,13,tiempo,morning (period before noon),"The period before noon, useful when placing activities or schedules.",I have class in the morning.,time,
FC108,palabra,tiempo,中午,zhōngwǔ,al mediodía,Periodo alrededor del mediodía; no tiene límites horarios exactos.,我们中午见。,Wǒmen zhōngwǔ jiàn.,Nos vemos al mediodía.,13,tiempo,noon / midday,The period around noon; it has no exact hour limits.,See you at noon.,time,
FC109,palabra,tiempo,下午,xiàwǔ,por la tarde,Periodo posterior al mediodía y anterior a la noche; no tiene límites horarios exactos.,下午好！,Xiàwǔ hǎo!,¡Buenas tardes!,13,tiempo;saludo,afternoon,The period after noon and before evening; it has no exact hour limits.,Good afternoon!,time;greeting,
FC110,palabra,tiempo,晚上,wǎnshang,por la noche,Periodo desde el anochecer hasta antes de dormir; no tiene límites horarios exactos.,晚上好！,Wǎnshang hǎo!,¡Buenas noches!,13-14,tiempo;saludo,evening / night,The period from dusk until before going to sleep; it has no exact hour limits.,Good evening!,time;greeting,
FC111,palabra,tiempo,凌晨,língchén,de madrugada,Periodo entre la medianoche y el amanecer; no tiene límites horarios exactos.,凌晨,língchén,de madrugada,13,tiempo,early hours / before dawn,The period between midnight and dawn; it has no exact hour limits.,early hours,time,
FC112,concepto,saludos,时间段＋好,shíjiānduàn + hǎo,¿Qué saludos con 好 se forman con una parte del día?,"Los más habituales son 早上好, 下午好 y 晚上好. También puede usarse simplemente 你好.",下午好！,Xiàwǔ hǎo!,¡Buenas tardes!,13,patron;saludo,Which greetings with 好 are formed with a time of day?,"The most common are 早上好, 下午好, and 晚上好. Plain 你好 may also be used.",Good afternoon!,pattern;greeting,
FC113,frase,saludos,早上好！,Zǎoshang hǎo!,¡Buenos días! (saludo explícito de la mañana),Saludo explícito de la mañana.,早上好，我是王芳。,"Zǎoshang hǎo, wǒ shì Wáng Fāng.","Buenos días, soy Wang Fang.",13-14,saludo;manana,Good morning! (explicit morning greeting),Explicit morning greeting.,"Good morning, I’m Wang Fang.",greeting;morning,王芳;Wáng Fāng;Wang Fang
FC114,frase,saludos,下午好！,Xiàwǔ hǎo!,¡Buenas tardes! (saludo general de la tarde),Saludo explícito de la tarde.,下午好！,Xiàwǔ hǎo!,¡Buenas tardes!,13,saludo;tarde,Good afternoon! (general afternoon greeting),Explicit afternoon greeting.,Good afternoon!,greeting;afternoon,
FC115,frase,saludos,早安！,Zǎo'ān!,¡Buenos días! (forma breve),Saludo breve y habitual en Taiwán o por escrito. En China continental suele preferirse 早上好.,早安！,Zǎo'ān!,¡Buenos días!,13-14,saludo;manana,Good morning! (short form),"Short greeting common in Taiwan or in writing. In mainland China, 早上好 is usually preferred.",Good morning!,greeting;morning,Taiwán;Taiwan;China
FC116,frase,saludos,午安！,Wǔ'ān!,¡Buenas tardes! (forma regional o formal),Saludo regional o formal del mediodía o la tarde; es poco habitual en China continental.,午安！,Wǔ'ān!,¡Buenas tardes!,13,saludo;tarde,Good afternoon / good day (regional or formal),Regional or formal greeting for midday or afternoon; uncommon in mainland China.,Good afternoon!,greeting;afternoon,China
FC117,frase,saludos,晚安！,Wǎn'ān!,¡Buenas noches! (despedida),"Se usa principalmente al despedirse por la noche o antes de dormir, no como saludo inicial general.",晚安！,Wǎn'ān!,¡Buenas noches!,13,saludo;despedida,Good night! (farewell),"Used mainly when saying goodbye at night or before going to sleep, not as a general opening greeting.",Good night!,greeting;farewell,
FC118,frase,saludos,再见！,Zàijiàn!,¡Adiós! / ¡Hasta luego!,Despedida estándar.,再见！,Zàijiàn!,¡Hasta luego!,14,despedida,Goodbye! / See you later!,Standard farewell.,See you later!,farewell,
FC119,frase,saludos,拜拜！,Bàibài!,¡Chao! / ¡Adiós!,Despedida informal tomada del inglés «bye-bye».,拜拜！,Bàibài!,¡Chao!,14,despedida;informal,Bye! / Bye-bye!,Informal farewell taken from English “bye-bye”.,Bye!,farewell;informal,
FC120,frase,presentaciones,晚上好，您贵姓？,"Wǎnshang hǎo, nín guìxìng?",Buenas noches (saludo). ¿Cuál es su apellido?,Saludo nocturno seguido de la fórmula respetuosa 您贵姓 para preguntar el apellido.,我姓孙。,Wǒ xìng Sūn.,Me apellido Sun.,14,dictado;formal;apellido,Good evening. What is your surname? (polite),Night greeting followed by the polite formula 您贵姓 to ask the surname.,My surname is Sun.,dictation;formal;surname,孙;Sūn;Sun
FC121,frase,presentaciones,我姓孙。,Wǒ xìng Sūn.,Me apellido Sun.,Respuesta con el patrón 我姓 + apellido.,您贵姓？,Nín guìxìng?,¿Cuál es su apellido?,14,dictado;apellido,My surname is Sun.,Reply with the pattern 我姓 + surname.,What is your surname?,dictation;surname,孙;Sūn;Sun
FC122,frase,presentaciones,早上好，谁是王芳？,"Zǎoshang hǎo, shéi shì Wáng Fāng?",Buenos días. ¿Quién es Wang Fang?,Saludo matutino seguido de una pregunta de identificación.,早上好，我是王芳。,"Zǎoshang hǎo, wǒ shì Wáng Fāng.","Buenos días, soy Wang Fang.",14,dictado;identificacion,Good morning. Who is Wang Fang?,Morning greeting followed by an identification question.,"Good morning, I’m Wang Fang.",dictation;identification,王芳;Wáng Fāng;Wang Fang
FC123,frase,presentaciones,早上好，我是王芳。,"Zǎoshang hǎo, wǒ shì Wáng Fāng.","Buenos días, soy Wang Fang.",Respuesta de identificación con 我是 + nombre.,谁是王芳？,Shéi shì Wáng Fāng?,¿Quién es Wang Fang?,14,dictado;presentacion,"Good morning, I’m Wang Fang.",Identification reply with 我是 + name.,Who is Wang Fang?,dictation;introduction,王芳;Wáng Fāng;Wang Fang
FC124,palabra,bebidas,奶,nǎi,leche / lácteo (como componente),Significa «leche» y aparece en 奶茶. Para la leche de vaca se usa 牛奶.,奶茶,nǎichá,té con leche,14,bebida;ingrediente,milk / dairy (as a component),"It means “milk” and appears in 奶茶. For cow’s milk, 牛奶 is used.",milk tea,drink;ingredient,
FC125,palabra,bebidas,茶,chá,té,Sustantivo y componente de 奶茶 y 珍珠奶茶.,奶茶,nǎichá,té con leche,14,bebida;ingrediente,tea,Noun and component of 奶茶 and 珍珠奶茶.,milk tea,drink;ingredient,
FC126,palabra,bebidas,珍珠,zhēnzhū,perla,"En 珍珠奶茶 se refiere a las bolitas de tapioca, similares a perlas.",珍珠奶茶,zhēnzhū nǎichá,té con leche y perlas de tapioca,14,bebida;ingrediente,pearl,"In 珍珠奶茶 it refers to the tapioca balls, similar to pearls.",bubble tea with tapioca pearls,drink;ingredient,
FC127,palabra,bebidas,珍珠奶茶,zhēnzhū nǎichá,té de burbujas / té con leche y tapioca,Literalmente «té con leche de perlas».,我喜欢珍珠奶茶。,Wǒ xǐhuan zhēnzhū nǎichá.,Me gusta el té de burbujas.,14,bebida,bubble tea / milk tea with tapioca,Literally “milk tea with pearls”.,I like bubble tea.,drink,
FC128,concepto,pronunciacion,拼音,pīnyīn,¿Qué es el pinyin?,Sistema que representa la pronunciación del mandarín con letras latinas y tonos.,nǐ hǎo,nǐ hǎo,hola,15,pronunciacion;escritura,What is pinyin?,A system that represents Mandarin pronunciation with Latin letters and tones.,nǐ hǎo,pronunciation;writing,
FC129,concepto,pronunciacion,声调,shēngdiào,¿Por qué son importantes los tonos en mandarín?,Los tonos distinguen palabras. Hay cuatro tonos principales y uno neutro.,mā / má / mǎ / mà / ma,mā / má / mǎ / mà / ma,"Los cuatro tonos principales y el tono neutro, ilustrados con ma.",15,pronunciacion;tono,Why are tones important in Mandarin?,Tones distinguish words. There are four main tones and one neutral tone.,"The four main tones and the neutral tone, illustrated with ma.",pronunciation;tone,
FC130,concepto,pronunciacion,声调符号标在元音上,shēngdiào fúhào biāo zài yuányīn shàng,¿Sobre qué tipo de letra se coloca la marca tonal en pinyin?,Se coloca sobre una vocal; las consonantes nunca llevan marca tonal.,nǐ,nǐ,La marca está sobre la vocal i.,15,pinyin;tono;regla,On what kind of letter is a tone mark placed in pinyin?,It is placed over a vowel; consonants never carry a tone mark.,The mark is on the vowel i.,pinyin;tone;rule,
FC131,concepto,pronunciacion,标调优先顺序：a、o、e,"biāodiào yōuxiān shùnxù: a, o, e",¿Qué vocal lleva la marca tonal si hay varias?,"Se priorizan a, o y e. En iu y ui, la marca va sobre la segunda vocal.",hǎo,hǎo,"En ao, la marca va sobre a.",15,pinyin;tono;regla,Which vowel takes the tone mark when there are several?,"a, o, and e have priority. In iu and ui, the mark goes on the second vowel.","In ao, the mark goes on the a.",pinyin;tone;rule,
FC132,concepto,pronunciacion,iu／ui 标在后一个元音上,iu / ui biāo zài hòu yí ge yuányīn shàng,¿Qué vocal lleva la marca tonal en iu y ui?,"Se coloca sobre la segunda vocal: por ejemplo, liú y guǐ.",留／鬼,liú / guǐ,quedarse / fantasma,15,pinyin;tono;regla,Which vowel takes the tone mark in iu and ui?,"On the second vowel: for example, liú and guǐ.",to stay / ghost,pinyin;tone;rule,
FC133,concepto,pronunciacion,每个音节最多一个声调符号,měi ge yīnjié zuìduō yí ge shēngdiào fúhào,¿Cuántas marcas tonales puede haber por sílaba?,"Solo puede haber una, aunque la sílaba tenga varias vocales.",怎么样,zěnmeyàng,qué tal / cómo,15,pinyin;tono;regla,How many tone marks can there be per syllable?,"Only one, even when the syllable has several vowels.",how about / how,pinyin;tone;rule,
FC134,concepto,pronunciacion,j、q、x 后的 ü 省略两点；零声母时用 y,"j, q, x hòu de ü shěnglüè liǎng diǎn; líng shēngmǔ shí yòng y","¿Cómo se escribe ü con j, q, x o sin consonante inicial?","Con j, q o x pierde los puntos: ju, qu, xu. Sin consonante inicial se escribe con y: yu.",女 → nǚ；去 → qù；雨 → yǔ,nǚ; qù; yǔ,mujer; ir; lluvia,15,pinyin;u_dieresis;regla,"How is ü written after j, q, x, or with no initial?","After j, q, or x it loses its two dots: ju, qu, xu. With no initial it is written with y: yu.",woman; go; rain,pinyin;umlaut;rule,
FC135,frase,basico,加油！,Jiāyóu!,¡Ánimo! / ¡Vamos!,Se usa para animar o apoyar: «¡Ánimo!» o «¡Tú puedes!».,大家加油！,Dàjiā jiāyóu!,¡Ánimo a todos!,—,animo;expresion;basico,Go for it! / Come on!,Used to cheer someone on or encourage them.,"Come on, everyone!",encouragement;expression;basics,
FC136,palabra,preguntas,什么时候,shénme shíhou,cuándo,Interrogativo para preguntar en qué momento ocurre algo; ocupa la posición de la expresión temporal.,你什么时候洗澡？,Nǐ shénme shíhou xǐzǎo?,¿Cuándo te duchas?,—,interrogativo;tiempo;pregunta_abierta,when,Interrogative to ask when something happens; it occupies the position of the time expression.,When do you shower?,interrogative;time;open_question,
FC137,palabra,acciones,跑步,pǎobù,correr / salir a correr,Verbo habitual para hablar de correr como actividad o ejercicio; 跑 significa «correr» de forma más general.,我每天早上跑步。,Wǒ měitiān zǎoshang pǎobù.,Corro todas las mañanas.,—,verbo;actividad;rutina,to run / to go running,The common verb for running as an activity or exercise; 跑 means “to run” more generally.,I go running every morning.,verb;activity;routine,
FC138,palabra,acciones,洗澡,xǐzǎo,ducharse / bañarse,Expresión cotidiana para lavarse el cuerpo; según el contexto puede significar «ducharse» o «bañarse».,我晚上洗澡。,Wǒ wǎnshang xǐzǎo.,Me ducho por la noche.,—,verbo;higiene;rutina,to shower / to bathe,Everyday expression for washing one’s body; depending on context it can mean “to shower” or “to bathe”.,I shower at night.,verb;hygiene;routine,
FC139,frase,bebidas,喝牛奶,hē niúnǎi,beber leche,喝 significa «beber» y 牛奶 es la forma habitual de decir «leche».,我每天早上喝牛奶。,Wǒ měitiān zǎoshang hē niúnǎi.,Bebo leche todas las mañanas.,—,bebida;verbo;rutina,drink milk,喝 means “to drink” and 牛奶 is the usual way to say “milk”.,I drink milk every morning.,drink;verb;routine,
FC140,palabra,numeros,零,líng,cero,Número cero.,零、一、二,"líng, yī, èr","cero, uno, dos",—,numero;basico,zero,The number zero.,"zero, one, two",number;basics,
FC141,palabra,numeros,一,yī,uno,"Número uno. Su tono cambia a menudo en el habla según la sílaba siguiente, pero su forma de diccionario es yī.",零、一、二,"líng, yī, èr","cero, uno, dos",—,numero;basico,one,"The number one. Its tone often changes in speech depending on the following syllable, but the dictionary form is yī.","zero, one, two",number;basics,
FC142,palabra,numeros,二,èr,dos,Es «dos». Para contar objetos suele usarse 两 (liǎng).,一、二、三,"yī, èr, sān","uno, dos, tres",—,numero;basico,two,"It means “two”. For counting objects, 两 (liǎng) is usually used.","one, two, three",number;basics,
FC143,palabra,numeros,三,sān,tres,Número tres.,二、三、四,"èr, sān, sì","dos, tres, cuatro",—,numero;basico,three,The number three.,"two, three, four",number;basics,
FC144,palabra,numeros,四,sì,cuatro,Número cuatro.,三、四、五,"sān, sì, wǔ","tres, cuatro, cinco",—,numero;basico,four,The number four.,"three, four, five",number;basics,
FC145,palabra,numeros,五,wǔ,cinco,Número cinco.,四、五、六,"sì, wǔ, liù","cuatro, cinco, seis",—,numero;basico,five,The number five.,"four, five, six",number;basics,
FC146,palabra,numeros,六,liù,seis,Número seis.,五、六、七,"wǔ, liù, qī","cinco, seis, siete",—,numero;basico,six,The number six.,"five, six, seven",number;basics,
FC147,palabra,numeros,七,qī,siete,Número siete.,六、七、八,"liù, qī, bā","seis, siete, ocho",—,numero;basico,seven,The number seven.,"six, seven, eight",number;basics,
FC148,palabra,numeros,八,bā,ocho,Número ocho.,七、八、九,"qī, bā, jiǔ","siete, ocho, nueve",—,numero;basico,eight,The number eight.,"seven, eight, nine",number;basics,
FC149,palabra,numeros,九,jiǔ,nueve,Número nueve.,八、九、十,"bā, jiǔ, shí","ocho, nueve, diez",—,numero;basico,nine,The number nine.,"eight, nine, ten",number;basics,
FC150,palabra,numeros,十,shí,diez,Número diez. Del 11 al 19 se coloca 十 delante de la unidad.,九、十、十一,"jiǔ, shí, shíyī","nueve, diez, once",—,numero;basico,ten,"The number ten. From 11 to 19, 十 goes before the unit.","nine, ten, eleven",number;basics,
FC151,palabra,numeros,十一,shíyī,once,Se forma con 十 + 一: diez más uno.,十、十一、十二,"shí, shíyī, shí'èr","diez, once, doce",—,numero;compuesto,eleven,Formed with 十 + 一: ten plus one.,"ten, eleven, twelve",number;compound,
FC152,palabra,numeros,十五,shíwǔ,quince,Se forma con 十 + 五: diez más cinco.,十四、十五、十六,"shísì, shíwǔ, shíliù","catorce, quince, dieciséis",—,numero;compuesto,fifteen,Formed with 十 + 五: ten plus five.,"fourteen, fifteen, sixteen",number;compound,
FC153,palabra,numeros,二十,èrshí,veinte,Se forma con 二 + 十: dos decenas.,十九、二十、二十一,"shíjiǔ, èrshí, èrshíyī","diecinueve, veinte, veintiuno",—,numero;decena,twenty,Formed with 二 + 十: two tens.,"nineteen, twenty, twenty-one",number;tens,
FC154,palabra,numeros,二十一,èrshíyī,veintiuno,Se forma con 二 + 十 + 一: dos decenas más uno.,二十、二十一、二十二,"èrshí, èrshíyī, èrshí'èr","veinte, veintiuno, veintidós",—,numero;compuesto,twenty-one,Formed with 二 + 十 + 一: two tens plus one.,"twenty, twenty-one, twenty-two",number;compound,
FC155,palabra,numeros,三十五,sānshíwǔ,treinta y cinco,Se forma con 三 + 十 + 五: tres decenas más cinco.,三十五,sānshíwǔ,treinta y cinco,—,numero;compuesto,thirty-five,Formed with 三 + 十 + 五: three tens plus five.,thirty-five,number;compound,
FC156,palabra,numeros,四十八,sìshíbā,cuarenta y ocho,Se forma con 四 + 十 + 八: cuatro decenas más ocho.,四十八,sìshíbā,cuarenta y ocho,—,numero;compuesto,forty-eight,Formed with 四 + 十 + 八: four tens plus eight.,forty-eight,number;compound,
FC157,palabra,numeros,六十七,liùshíqī,sesenta y siete,Se forma con 六 + 十 + 七: seis decenas más siete.,六十七,liùshíqī,sesenta y siete,—,numero;compuesto,sixty-seven,Formed with 六 + 十 + 七: six tens plus seven.,sixty-seven,number;compound,
FC158,palabra,numeros,九十九,jiǔshíjiǔ,noventa y nueve,Se forma con 九 + 十 + 九: nueve decenas más nueve.,九十九,jiǔshíjiǔ,noventa y nueve,—,numero;compuesto,ninety-nine,Formed with 九 + 十 + 九: nine tens plus nine.,ninety-nine,number;compound,
FC159,palabra,gramatica,和,hé,y (une nombres o grupos nominales),Une nombres o grupos nominales; no enlaza acciones completas.,我喜欢奶茶和牛奶。,Wǒ xǐhuan nǎichá hé niúnǎi.,Me gustan el té con leche y la leche.,—,conjuncion;gramatica,and (joins nouns or noun phrases),Joins nouns or noun phrases; it does not link complete actions.,I like bubble tea and milk.,conjunction;grammar,
FC160,palabra,gramatica,然后,ránhòu,y luego / después (enlaza acciones),"Conector que presenta una acción posterior a otra. Sirve para ordenar acciones, no para unir dos sustantivos.",我跑步，然后洗澡。,"Wǒ pǎobù, ránhòu xǐzǎo.",Salgo a correr y después me ducho.,—,conector;secuencia;gramatica,and then / afterwards (links actions),"Connector that introduces an action that comes after another. It orders actions, not nouns.","I go running, then I shower.",connector;sequence;grammar,
FC161,palabra,lugares,咖啡厅,kāfēitīng,cafetería / café,Local donde se sirve café y otras bebidas. También es frecuente 咖啡馆 (kāfēiguǎn).,我们在咖啡厅喝茶。,Wǒmen zài kāfēitīng hē chá.,Tomamos té en la cafetería.,—,lugar;bebida,café / coffee shop,A place where coffee and other drinks are served; 咖啡馆 (kāfēiguǎn) is also common.,We drink tea at the café.,place;drink,
FC162,palabra,lugares,海滩,hǎitān,playa,Zona de arena o piedras junto al mar.,我们去海滩。,Wǒmen qù hǎitān.,Vamos a la playa.,—,lugar;ocio,beach,An area of sand or pebbles beside the sea.,We go to the beach.,place;leisure,
FC163,palabra,lugares,餐厅,cāntīng,restaurante / comedor (término general),Término general para «restaurante»; según el contexto también puede significar «comedor».,这家餐厅很一般。,Zhè jiā cāntīng hěn yìbān.,Este restaurante es del montón.,—,lugar;comida,restaurant / dining room (general term),General term for “restaurant”; depending on context it can also mean “dining room”.,This restaurant is just average.,place;food,
FC164,palabra,lugares,饭店,fàndiàn,restaurante / hotel (según el contexto),"Puede significar «restaurante» y, según la región o el nombre del establecimiento, también «hotel».",我们去饭店吃饭。,Wǒmen qù fàndiàn chīfàn.,Vamos al restaurante a comer.,—,lugar;comida,restaurant / hotel (depending on context),"It can mean “restaurant” and, depending on the region or the establishment’s name, also “hotel”.",We go to the restaurant to eat.,place;food,
FC165,palabra,lugares,饭馆,fànguǎn,restaurante / casa de comidas (coloquial),"Forma cotidiana para un restaurante o una casa de comidas, normalmente más informal que 餐厅.",这家饭馆很好。,Zhè jiā fànguǎn hěn hǎo.,Este restaurante está muy bien.,—,lugar;comida;coloquial,restaurant / eatery (colloquial),"Everyday word for a restaurant or small eatery, usually more informal than 餐厅.",This restaurant is very good.,place;food;colloquial,
FC166,palabra,acciones,来,lái,venir,Verbo de movimiento hacia el lugar donde está quien habla o hacia el punto de referencia de la conversación.,你什么时候来？,Nǐ shénme shíhou lái?,¿Cuándo vienes?,—,verbo;movimiento,to come,Verb of movement toward where the speaker is or toward the reference point of the conversation.,When are you coming?,verb;movement,
FC167,palabra,acciones,做,zuò,hacer,"Verbo general para hacer, preparar o realizar algo; el sentido concreto depende de su complemento.",你做什么？,Nǐ zuò shénme?,¿Qué haces?,—,verbo;accion,to do / to make,"General verb for doing, preparing, or carrying out something; the specific meaning depends on the object.",What are you doing?,verb;action,
FC168,palabra,acciones,睡觉,shuìjiào,dormir / irse a dormir,Expresión habitual para la acción de dormir o acostarse para dormir.,我晚上十一点睡觉。,Wǒ wǎnshang shíyī diǎn shuìjiào.,Me voy a dormir a las once de la noche.,—,verbo;rutina,to sleep / to go to sleep,Everyday expression for the action of sleeping or going to bed to sleep.,I go to bed at eleven at night.,verb;routine,
FC169,palabra,acciones,工作,gōngzuò,trabajar / trabajo,"Puede funcionar como verbo, «trabajar», o como sustantivo, «trabajo».",我爸爸在饭店工作。,Wǒ bàba zài fàndiàn gōngzuò.,Mi padre trabaja en un restaurante.,—,verbo;sustantivo;rutina,to work / work,"Can function as a verb, “to work”, or as a noun, “work”.",My father works at a restaurant.,verb;noun;routine,
